,author,content,description,publishedAt,source,title,url,urlToImage,count
734,,"Just before Halloween, the U.S. streaming giant Hulu sent out a tweet: If youre dressing up for #Huluween this year, this is your reminder to wear a costume that is culturally appropriate and respectful to others. Lets celebrate the holiday in a way that we c… [+6166 chars]","Just before Halloween, the U.S. streaming giant Hulu sent out a tweet: “If you’re dressing up for #Huluween this year, this is your reminder to wear a costume that is culturally appropriate and respectful to others. Let’s celebrate the holiday in a way that w…",2018-11-13 10:12:21,"{'id': None, 'name': 'Quillette.com'}",How to Stop the Corporate Virtue-Signaling Before It’s Too Late,https://quillette.com/2018/11/13/how-to-stop-the-corporate-virtue-signaling-before-its-too-late/,https://i1.wp.com/d24fkeqntp1r7r.cloudfront.net/wp-content/uploads/2018/11/13094111/america-1425151_1920.jpg?fit=1920%2C1271&ssl=1,1
735,Yves Smith,"10 great English proverbs that are obviously bollocks Daily Mash. From last month, still worthy. Massive global health study reveals “disturbing” trends New Atlas (David L) How plants evolved to make ants their servants EurekAlert (Kevin W) Israel Aims To Ban… [+5207 chars]","Our popular links: deadly solar storms, cellphone study press miss, Israel to get off gas, plastic opposition rising, US muscles China, Brexit, US and UK still v. Yemen, Mueller's Manafort disappointment, CA fires, FB revolt, fatal big law",2018-11-13 11:55:41,"{'id': None, 'name': 'Nakedcapitalism.com'}",Links 11/13/18,https://www.nakedcapitalism.com/2018/11/links-11-13-18.html,https://www.nakedcapitalism.com/wp-content/uploads/2018/11/00-raccoon-links.jpg,1
736,"Will Martin, provided by<br><a href=""http://www.businessinsider.com"" target=""_blank"" style=""text-decoration:none""><img src=""//imgs.sfgate.com/graphics/partners/businessinsider/article_header.gif"" border=""0""></a>",Oliver Contreras/Getty; Greg Baker/Getty; Shayanne Gal/Business Insider Trade relations between the US and China appear to be thawing a little ahead of an informal meeting between President Donald Trump and his counterpart Xi Jinping later this month. Trump a… [+2891 chars],SFGate One of China's most senior officials is going to the US to try and diffuse Trump's trade war SFGate trump xi china trade war 2x1 Oliver Contreras/Getty; Greg Baker/Getty; Shayanne Gal/Business Insider. Chinese Vice-Premier Liu He is set to fly to Washi…,2018-11-13 12:17:31,"{'id': 'business-insider', 'name': 'Business Insider'}",One of China's most senior officials is going to the US to try and diffuse Trump's trade war - SFGate,https://www.businessinsider.com/us-china-trade-war-liu-he-to-fly-to-us-for-talks-2018-11?utm_source=hearst&amp;utm_medium=referral&amp;utm_content=allverticals,https://www.sfgate.com/img/pages/article/opengraph_default.png,1
737,Byline Manual,"This article was originally published at The Conversation. The publication contributed the article to Space.com's Expert Voices: Op-Ed &amp; Insights. In many industries, a decade is barely enough time to cause dramatic change unless something disruptive come… [+10760 chars]","In many industries, a decade is barely enough time to cause dramatic change unless something disruptive comes along – a new technology, business model or service design. The space industry has recently been enjoying all three.",2018-11-13 12:21:00,"{'id': None, 'name': 'Theconversation.com'}",A Decade of Commercial Space Travel — What's Next?,https://theconversation.com/a-decade-of-commercial-space-travel-whats-next-103405,https://img.purch.com/h/1000/aHR0cDovL3d3dy5zcGFjZS5jb20vaW1hZ2VzL2kvMDAwLzA3My85MTUvb3JpZ2luYWwvZmFsY29uLWhlYXZleS1zcGFjZXgtYnVpbGRpbmcuanBn,1
738,Nextiva,"VoIP, or voice over internet protocol, is almost always capable of saving you money as compared with older, legacy phone systems. Thats because providers make use of cloud-based technologies with large-scale efficiencies to bring VoIP costs down for customers… [+18630 chars]","VoIP, or voice over internet protocol, is almost always capable of saving you money as compared with",2018-11-13 12:51:53,"{'id': None, 'name': 'Nextiva.com'}","Weighing The Costs Of Voip For Business Doesn’t Have To Be Hard, Read This",https://www.nextiva.com/blog/voip-cost.html,http://smallbiztrends.com/wp-content/uploads/2018/11/shutterstock_688651840.png,1
739,Shilpa Phadnis,"BENGALURU: In a strong rebuttal to allegations of personal misconduct by an unnamed complainant, Flipkart co-founder Binny Bansal in an email to employees, first accessed by TOI, said the allegations have left him stunned and he strongly denies them. Binny, w… [+2957 chars]","Business News: BENGALURU: In a strong rebuttal to allegations of personal misconduct by an unnamed complainant, Flipkart co-founder Binny Bansal in an email to emplo.",2018-11-13 13:05:36,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Flipkart CEO Binny Bansal resigns; says stunned by misconduct charges,https://timesofindia.indiatimes.com/business/india-business/stunned-by-allegations-challenging-time-for-my-family-and-me-binny-bansal/articleshow/66607778.cms,"https://static.toiimg.com/thumb/msid-66607860,width-1070,height-580,imgsize-1190593,resizemode-6,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",1
740,"Hailey Gavin, Hailey Gavin","In the first four episodes of his new Netflix show Patriot Act, Hasan Minhaj has followed the John Oliver-style format of using comedy to inform viewers about news stories they might not otherwise follow. On Sunday he continued this approach, telling his audi… [+2832 chars]","In the first four episodes of his new Netflix show Patriot Act, Hasan Minhaj has followed the John Oliver-style format of using comedy to inform viewers about news stories they might not otherwise follow. On Sunday he continued this approach, telling his audi…",2018-11-13 14:11:58,"{'id': None, 'name': 'Slate.com'}",Hasan Minhaj Explains Why America’s Oil Spill Problem Is Getting Worse,https://slate.com/culture/2018/11/hasan-minhaj-oil-crisis-islamophobia-netflix.html,https://compote.slate.com/images/ba328396-f314-4b74-8a25-b2125b44278a.png?width=780&height=520&rect=975x650&offset=283x0,1
741,"Hailey Gavin, Hailey Gavin","In the first four episodes of his new Netflix show Patriot Act, Hasan Minhaj has followed the John Oliver-style format of using comedy to inform viewers about news stories they might not otherwise follow. On Sunday he continued this approach, telling his audi… [+2832 chars]","In the first four episodes of his new Netflix show Patriot Act, Hasan Minhaj has followed the John Oliver-style format of using comedy to inform viewers about news stories they might not otherwise follow. On Sunday he continued this approach, telling his audi…",2018-11-13 14:11:58,"{'id': None, 'name': 'Slate.com'}",Hasan Minhaj Explains Why America’s Oil Spill Problem Is Getting Worse,https://slate.com/culture/2018/11/hasan-minhaj-calls-out-netflixs-islamophobia-on-his-way-to-explaining-americas-oil-spill-crisis.html,https://compote.slate.com/images/ba328396-f314-4b74-8a25-b2125b44278a.png?width=780&height=520&rect=975x650&offset=283x0,1
742,Rozina Sabur,"T he White House Correspondents Association, whose members work for a range of news organisations, said it ""strongly supports"" the lawsuit. The association's president, Olivier Knox, said: ""Revoking access to the White House complex amounted to disproportiona… [+263 chars]",US network CNN has filed a lawsuit against President Donald Trump and the White House after its reporter had his press pass revoked by the administration.,2018-11-13 14:39:34,"{'id': 'the-telegraph', 'name': 'The Telegraph'}",CNN sues Donald Trump and White House aides for suspending Jim Acosta's press pass,https://www.telegraph.co.uk/news/2018/11/13/cnn-sues-donald-trump-white-house-aides-suspending-jim-acostas/,https://www.telegraph.co.uk/content/dam/news/2018/11/07/TELEMMGLPICT000180207106-xlarge_trans_NvBQzQNjv4BqcM9aBJczjGu2JtrWg8AaNebpMG9uWgcnc3MvHmUFhjA.jpeg,1
743,Amit Anand Choudhary,"NEW DELHI: After attaching Amrapali's properties, the Supreme Court on Tuesday decided to take action against the dummy companies of the group which were created to siphon off homebuyers' money. The top court also directed attachment of Amrapali hospital in G… [+2531 chars]","India Business News: NEW DELHI: After attaching Amrapali's properties, the Supreme Court on Tuesday decided to take action against the dummy companies of the group which w.",2018-11-13 14:43:15,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",SC cracks whip on Amrapali’s dummy firms,https://timesofindia.indiatimes.com/business/india-business/sc-cracks-whip-against-amrapalis-dummy-companies-says-it-will-take-over-all-their-assets/articleshow/66608832.cms,"https://static.toiimg.com/thumb/msid-66609013,width-1070,height-580,imgsize-1293707,resizemode-6,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",1
744,Bespoke Investment Group,"Small Business optimism in the US was weaker than expected in October (107.4 vs. 108). After hitting a record high two months ago, the headline index has now declined for two straight months. We would note, however, that outside of 2018, there have only been … [+904 chars]","Small Business optimism in the US was weaker than expected in October (107.4 vs. 108). After hitting a record high two months ago, the headline index has now de",2018-11-13 14:44:24,"{'id': None, 'name': 'Seekingalpha.com'}",Small Business Sentiment Drops For Second Straight Month,https://seekingalpha.com/article/4221660-small-business-sentiment-drops-second-straight-month,https://static1.seekingalpha.com/uploads/2018/11/13/saupload_111318-NFIB-Small-Biz.png,1
745,claudiaeller,"Cynthia Littleton has been named Business Editor for Variety. Based in New York, Littleton will steer Variety ’s coverage of media and entertainment giants at the corporate level, as well as mergers and acquisitions and earnings. She also co-hosts Variety’s “… [+2655 chars]","Cynthia Littleton has been named Business Editor for Variety. Based in New York, Littleton will steer Variety’s coverage of media and entertainment giants at the corporate level, as well as mergers and acquisitions and earnings. She also co-hosts Variety’s “S…",2018-11-13 15:00:21,"{'id': None, 'name': 'Variety.com'}",Variety TV Veteran Cynthia Littleton Named Business Editor,https://variety.com/2018/biz/news/cynthia-littleton-variety-business-editor-1203026822/,https://pmcvariety.files.wordpress.com/2018/11/cynthia-littleton-variety.jpg?w=700&h=393&crop=1,1
746,Kevin J. Delaney,"Dear readers, Over the past few months, weve been working on the most significant expansion of Quartz since our launch. Today, for the first time, you can access these new offerings: a new app for the Quartz community and a new membership program to deepen yo… [+4042 chars]","Dear readers, Over the past few months, we’ve been working on the most significant expansion of Quartz since our launch. Today, for the first time,…",2018-11-13 15:00:53,"{'id': None, 'name': 'Qz.com'}",Quartz’s vision for the future—a letter from our editor in chief and publisher,https://qz.com/1461359/quartzs-vision-for-the-future-a-letter-from-our-editor-in-chief-and-publisher/,https://cms.qz.com/wp-content/uploads/2018/11/New-Quartz-app-e1542080770241.jpg?quality=75&strip=all&w=1400,1
747,Xeni Jardin,"Amazon has selected New York City and Northern Virginia for new headquarters. They're re-branding the area of Crystal City in Arlington, VA as ""National Landing."" Here's the official announcement at Amazon's corporate press center. The company says it will in… [+3816 chars]","Amazon has selected New York City and Northern Virginia for new headquarters. They're re-branding the area of Crystal City in Arlington, VA as ""National Landing."" Here's the official announcement at Amazon's corporate press center. The company says it will in…",2018-11-13 15:07:08,"{'id': None, 'name': 'Boingboing.net'}","#AmazonHQ2: Amazon to open New York and Northern Virginia headquarters, plus new Nashville operations center",https://boingboing.net/2018/11/13/its-official-amazon-to-open.html,https://media.boingboing.net/wp-content/uploads/2018/11/1YPoCD1q.jpeg,1
748,Seamus Bellamy,"Few things can fuck an RV up worse than a frozen water system. Grey, black and potable water tanks, water pumps and the delicate tubing that run through the undercarriage and into the living area of a motorhome don't do well when exposed to subzero temperatur… [+5168 chars]","Few things can fuck an RV up worse than a frozen water system. Grey, black and potable water tanks, water pumps and the delicate tubing that run through the undercarriage and into the living area of a motorhome don't do well when exposed to subzero temperatur…",2018-11-13 15:10:34,"{'id': None, 'name': 'Boingboing.net'}",My life on the road: stranded in Wyoming,https://boingboing.net/2018/11/13/my-life-on-the-road-stranded.html,https://media.boingboing.net/wp-content/uploads/2018/11/IMG_0524.jpg,1
749,"JJ Kinahan, Contributor, JJ Kinahan, Contributor https://www.forbes.com/sites/jjkinahan/","Share to facebook Share to twitter Share to linkedin Michael Nagle/Bloomberg &amp;copy; 2018 Bloomberg Finance LP Theres that old Wall Street mantra: Buy low; sell high. Well, the only way to do that is if the market goes down and up again, and over the last … [+15920 chars]","A day after Wall Street saw a pronounced selloff, optimism seems to have returned as Home Depot beat earnings expectations and a news report said China and the United States have restarted trade talks.",2018-11-13 15:12:00,"{'id': None, 'name': 'Forbes.com'}","US, China Trade News, Bumper Home Depot Earnings Help Market Rebound",https://www.forbes.com/sites/jjkinahan/2018/11/13/us-china-trade-news-bumper-home-depot-earnings-help-market-rebound/,https://thumbor.forbes.com/thumbor/600x315/https%3A%2F%2Fspecials-images.forbesimg.com%2Fdam%2Fimageserve%2F43022769%2F960x0.jpg%3Ffit%3Dscale,1
750,"A Ananthalakshmi, Joseph Sipalan and Aradhana Aravindan",Kuala Lumpur/Singapore Malaysian Prime Minister Mahathir Mohamad said bankers at Goldman Sachs cheated the country in dealings with state fund 1MDB and that US authorities have promised to help return the fees the Wall Street bank earned from the fund. The US… [+3699 chars],Business Day Goldman Sachs bankers 'cheated' Malaysian state fund Business Day Kuala Lumpur/Singapore — Malaysian Prime Minister Mahathir Mohamad said bankers at Goldman Sachs “cheated” the country in dealings with state fund 1MDB and that US authorities have…,2018-11-13 15:42:59,"{'id': None, 'name': 'Businesslive.co.za'}",Goldman Sachs bankers 'cheated' Malaysian state fund - Business Day,https://www.businesslive.co.za/bd/companies/financial-services/2018-11-13-goldman-sachs-bankers-cheated-malaysian-state-fund/,https://lh3.googleusercontent.com/o60A6FvK44pQOvbhxfnF7vWgSsmlZI8E5I0sx_-Gp2FVoka1sJVdrM36xjsxFOkHN-UjR_DN3jikzThYcpnOqVCVeby-2mEstA=s1000,1
751,Ieva Baranova,"Being happy and successful is something we all aspire to. It’s very likely that when asked “What’s your aim in life?” most of us would answer – to be happy. But on some days, this “small and modest” goal just seems light years away. The good and bad news is t… [+10447 chars]","Being happy and successful is something we all aspire to. It’s very likely that when asked “What’s your aim in life?” most of us would answer – to be happy. But on some days, this “small and modest” goal just seems light years away. The good and bad news is t…",2018-11-13 16:00:22,"{'id': None, 'name': 'Lifehack.org'}",How to Change Your Mindset for a Happy And Successful Life,https://www.lifehack.org/814093/how-to-change-your-mindset,https://cdn.lifehack.org/wp-content/uploads/2018/10/how-to-change-your-mindset.jpeg,1
752,Brian Hiattt,"Elvis Costello is feeling just fine, thank you very much. Reports of a “battle with cancer” were wildly exaggerated, he says — earlier this year, doctors found an isolated malignancy, and removed it without complications. He got the news three-quarters of the… [+10639 chars]","""I'm not a rock star,"" says Costello. ""I’m not! It doesn’t say on my business card, 'Rock star.' I’m just a musician.""",2018-11-13 16:17:15,"{'id': None, 'name': 'Rollingstone.com'}","Elvis Costello on His New Album, Mortality and His Musical Evolution",https://www.rollingstone.com/music/music-features/elvis-costello-new-album-paul-mccartney-754980/,https://www.rollingstone.com/wp-content/uploads/2018/11/Elvis-Costello-video-post.jpg,1
753,"Niloufar Haidari, Jamie Clifton","The author at SOMNEX. Photos: VICE This article originally appeared on VICE UK. When asked how much sleep one needs, Napoleon Bonaparte, patron saint of short-man syndrome, recommended ""six [hours] for a man, seven for a woman, eight for a fool."" Well, Napole… [+9306 chars]","Turns out sleep companies cares less about us, and more about our employers.",2018-11-13 16:23:00,"{'id': 'vice-news', 'name': 'Vice News'}",I Went to a Sleep Show to Cure My Terrible Sleep,https://www.vice.com/en_us/article/mbyjxv/i-went-to-a-sleep-show-to-cure-my-terrible-sleep,"https://video-images.vice.com/articles/5be3039bfaa45a0006b87d85/lede/1542039061922-Somnex_0406-copy.jpeg?crop=1xw:0.8434864104967198xh;center,center&resize=1200:*",1
754,Ed Pilkington in New York,CNN is suing the White House demanding the immediate return of press credentials to its reporter Jim Acosta after the media pass was revoked last week following a high-profile public contretemps with Donald Trump during a press conference. The US-based cable … [+3605 chars],Journalist’s media pass was revoked last week after a public row with Donald Trump during a press conference CNN is suing the White House demanding the immediate return of press credentials to its reporter Jim Acosta after the media pass was revoked last week…,2018-11-13 16:34:31,"{'id': 'the-guardian-au', 'name': 'The Guardian (AU)'}",CNN sues White House and demands return of Jim Acosta's press credentials,https://www.theguardian.com/media/2018/nov/13/cnn-sues-white-house-jim-acosta-return-press-pass-trump-revoked,https://i.guim.co.uk/img/media/91e1bd75246bf1e0ebb16bf79e320c600699259e/0_225_3500_2100/master/3500.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&s=275eb79a49880b4aeff93fcb7c6902e7,1
755,Danny Crichton,"The big news today is that finally we have Amazons selection of cities for its dual second headquarters (Northern Virginia and NYC). Then some notes on China. But first, semiconductors and open sourcing analysis. We are experimenting with new content forms at… [+8139 chars]","The big news today is that — finally — we have Amazon’s selection of cities for its dual second headquarters (Northern Virginia and NYC). Then some notes on China. But first, semiconductors and open sourcing analysis. We are experimenting with new content for…",2018-11-13 16:44:51,"{'id': 'techcrunch', 'name': 'TechCrunch'}","Open sourcing analysis, plus US, China and HQ2",http://techcrunch.com/2018/11/13/open-sourcing-analysis-plus-us-china-and-hq2/,https://techcrunch.com/wp-content/uploads/2018/11/GettyImages-963632006.jpg?w=600,1
756,,"Washington (AFP) - CNN sued Donald Trump's administration Tuesday, alleging the White House violated journalist Jim Acosta's constitutional rights by revoking his press credentials following a heated exchange with the US president. The White House dismissed C… [+4425 chars]","CNN sued Donald Trump's administration Tuesday, alleging the White House violated journalist Jim Acosta's constitutional rights by revoking his press credentials following a heated exchange with the US president. The White House dismissed CNN's complaint as ""…",2018-11-13 16:56:58,"{'id': None, 'name': 'Yahoo.com'}","CNN sues over barring of reporter, White House vows vigorous defense",https://www.yahoo.com/news/cnn-sues-white-house-over-barring-reporter-155035354.html,https://s.yimg.com/uu/api/res/1.2/43JbhyrTQztpinCo4w69Sg--~B/aD02OTY7dz0xMDI0O3NtPTE7YXBwaWQ9eXRhY2h5b24-/http://media.zenfs.com/en_us/News/afp.com/a5c3c329ef2966ef1141a5fcbba2e8f8f1f111f5.jpg,1
757,Gwyn Topham Transport correspondent,The new boss of FirstGroup has pledged to bid for more UK rail operations despite the beleaguered transport group warning that profits in its existing rail business were in jeopardy. Matthew Gregorys appointment as chief executive was announced with immediate… [+3127 chars],Transport group reports increased losses of up to £4.6m under challenging conditions The new boss of FirstGroup has pledged to bid for more UK rail operations – despite the beleaguered transport group warning that profits in its existing rail business were in…,2018-11-13 17:00:27,"{'id': 'the-guardian-au', 'name': 'The Guardian (AU)'}",FirstGroup's new boss to bid for more UK rail operations despite loss,https://www.theguardian.com/business/2018/nov/13/firstgroups-new-boss-to-bid-for-more-uk-rail-operations-despite-loss,https://i.guim.co.uk/img/media/d38d56879f4cd50409f1f655b200dd7cc1e6be79/0_0_4000_2400/master/4000.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&s=123afdb48de2dbcf20ed0b106404b682,1
758,Robert Tait in Prague,"The political future of Andrej Babi, the scandal-tainted Czech prime minister, has been plunged into fresh doubt after his son told journalists he had been lured to Crimea and abducted to stop him testifying in a police investigation into alleged criminal fra… [+3610 chars]","Opposition demands no-confidence vote on Andrej Babiš’s minority government The political future of Andrej Babiš, the scandal-tainted Czech prime minister, has been plunged into fresh doubt after his son told journalists he had been lured to Crimea and abduct…",2018-11-13 17:52:12,"{'id': 'the-guardian-au', 'name': 'The Guardian (AU)'}",Czech PM's future hangs in balance after son's kidnap claims,https://www.theguardian.com/world/2018/nov/13/czech-pm-andrej-babis-future-hangs-in-balance-after-sons-kidnap-claims,https://i.guim.co.uk/img/media/09a778b6f4af7449f5aa74b150289491cacb62c2/27_136_3473_2083/master/3473.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&s=d86fa373e1f8e0f51239ed81297714ef,1
759,Eric Morath,"Amazon.com Inc. AMZN 0.07% and Alphabet Inc.s GOOGL 0.22% Google are planning to recruit thousands of employees in New York City, pitting the two behemoths against one another and other businesses for already-scarce talent in the area. The competition for tal… [+4762 chars]","Wall Street Journal Amazon, Google Chase Software Developers—But Not the Same Ones Wall Street Journal Amazon.com Inc. AMZN 0.61% and Alphabet Inc.'s GOOGL 0.56% Google are planning to recruit thousands of employees in New York City, pitting the two behemoths…",2018-11-13 18:30:56,"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}","Amazon, Google Chase Software Developers—But Not the Same Ones - Wall Street Journal",https://www.wsj.com/articles/amazon-google-chase-software-developersbut-not-the-same-ones-1542133719,https://images.wsj.net/im-36740/social,1
760,"Henry Grabar, Henry Grabar","Amazon CEO Jeff Bezos participates in a discussion during a Milestone Celebration Dinner on Sept. 13 in D.C. A Black Security Guard Caught a Shooting Suspect. Police Arrivedand Killed the Guard. Go to Hell, Elf on a Shelf Trumps Performance in Paris Was a Stu… [+9213 chars]","Earlier this year, when Amazon was still maintaining that 20 North American cities had a shot at becoming the home of its second headquarters, it received a bid from the Metro Denver Economic Development Corporation. The Denver pitch came with incentives “in …",2018-11-13 18:33:02,"{'id': None, 'name': 'Slate.com'}","Cities Should Never, Ever Agree to an HQ2 Contest Again",https://slate.com/business/2018/11/amazon-hq2-new-york-virginia-subsidies.html,https://compote.slate.com/images/240285ac-a368-4b63-afe6-e98b0ba9da43.jpeg?width=780&height=520&rect=1765x1177&offset=0x0,1
761,"Mica Lemiski, Sarah Berman",This article originally appeared on VICE Canada. Among the many things that drove me bananas about the Kavanaugh trialand his subsequent appointment to the Supreme Courtwas that it seemed to confirm the idea that people who were assholes in high school are st… [+16452 chars],"Whether you were a nerd, a goth, a queer, a jock, a cheerleader, or a douchebag, you’ll see a bit of yourself reflected in these stories.",2018-11-13 19:30:00,"{'id': 'vice-news', 'name': 'Vice News'}",Millennials Tell Us Whether Life Really Gets Better After High School,https://www.vice.com/en_us/article/gy7gg4/millennials-tell-us-whether-life-really-gets-better-after-high-school,"https://video-images.vice.com/articles/5be9e1944db5580006225947/lede/1542054390718-lady-bird.jpeg?crop=1xw:0.8438xh;0xw,0.0413xh&resize=1200:*",1
762,Ben Fox Rubin,"The Spheres, an Amazon workspace that's also a bio-dome filled with 40,000 plants. James Martin/CNET After a year of hype and anticipation, Amazon picked not one, but two locations for its HQ2 project. The world's largest online retailer on Tuesday selected L… [+13496 chars]","CNET Amazon announces NYC and Northern Virginia as HQ2 winners CNET The Spheres, an Amazon workspace that's also a bio-dome filled with 40,000 plants. James Martin/CNET. After a year of hype and anticipation, Amazon picked not one, but two locations for its H…",2018-11-13 19:41:31,"{'id': None, 'name': 'Cnet.com'}",Amazon announces NYC and Northern Virginia as HQ2 winners - CNET,https://www.cnet.com/news/amazon-announces-nyc-and-northern-virginia-as-hq2-winners/,https://cnet4.cbsistatic.com/img/VySv0BPsiv169D-r8hCzD5_A754=/724x407/2017/08/28/5a6e1f31-590b-4368-be1f-56202015db43/amazon-corporate-buildings-9461.jpg,1
763,Express News Service,"Indians form the second largest student population in the US, following China. The number of Indian students currently in the United States has doubled since 2012-13, the 2018 Open Doors Report on International Educational Exchange shows. As of 2017-18, there… [+1944 chars]","Indians form the second largest student population in the US, following China. Chinese account for 33.2% and Indians for 17.9% of the international students in the US.",2018-11-13 19:43:40,"{'id': None, 'name': 'Indianexpress.com'}",Indian students in America double in five years,https://indianexpress.com/article/explained/indian-students-in-america-double-in-five-years-5445040/,https://images.indianexpress.com/2018/11/study-abroad2.jpg?w=759,1
764,Glenn C. Altschuler Ph.D.,"Review of On Press: The Liberal Values That Shaped the News. By Matthew Pressman. Harvard University Press. 321 pp. $29.95. In the 1970s, Irving Kristol, a founding father of neo-conservatism, declared that most journalists were liberals, who believed that go… [+5379 chars]","In the 1960s and 70s, major newspapers shifted from ""objective"" transmission and deference in core reporting to (often adversarial) interpretation.",2018-11-13 19:48:44,"{'id': None, 'name': 'Psychologytoday.com'}",Breaking News(papers),https://www.psychologytoday.com/us/blog/is-america/201811/breaking-newspapers,https://cdn.psychologytoday.com/sites/default/files/styles/image-article_inline_full/public/field_blog_entry_images/2018-11/news-1729539_1920.jpg?itok=hVtmcYNy,1
765,Glenn C. Altschuler Ph.D.,"Review of On Press: The Liberal Values That Shaped the News. By Matthew Pressman. Harvard University Press. 321 pp. $29.95. In the 1970s, Irving Kristol, a founding father of neo-conservatism, declared that most journalists were liberals, who believed that go… [+5379 chars]","In the 1960s and 70s, major newspapers shifted from ""objective"" transmission and deference in core reporting to (often adversarial) interpretation.",2018-11-13 19:48:44,"{'id': None, 'name': 'Psychologytoday.com'}",Breaking News(papers),https://www.psychologytoday.com/ca/blog/is-america/201811/breaking-newspapers,https://cdn.psychologytoday.com/sites/default/files/styles/image-article_inline_full/public/field_blog_entry_images/2018-11/news-1729539_1920.jpg?itok=hVtmcYNy,1
766,"Cincinnati Enquirer, Chris Graves and Bob Strickley, Cincinnati Enquirer","Four relatives were arrested in connection with the deaths of eight relatives (Photo: Provided) CINCINNATI Four members of a family with close business and family relations with the eight members of an Ohio family slain in April 2016 in Pike County, have been… [+3440 chars]","Eight members of the Rhoden family were killed in Pike County, Ohio, in 2016. Authorities arrested four members of a family with close ties to family.",2018-11-13 20:12:44,"{'id': None, 'name': 'Cincinnati.com'}",Arrests made in 2016 slaying of 8 family members in Ohio,https://www.cincinnati.com/story/news/crime/crime-and-courts/2018/11/13/pike-county-massacre-wagner-family-arrested-rhoden-family-homicides/1373456002?utm_source=google&utm_medium=amp&utm_campaign=speakable,"https://www.gannett-cdn.com/presto/2018/11/13/PCIN/8cbc28de-7760-4480-82f4-7209f375bb97-wagner_photo.png?crop=590,336,x0,y43&width=3200&height=1680&fit=bounds",1
767,Maria Verza,"GUADALAJARA, Mexico — The U.S. government said it was starting work Tuesday to “harden” the border crossing from Tijuana, Mexico, to prepare for the arrival of a migrant caravan leapfrogging its way across western Mexico. Customs and Border Protection announc… [+4899 chars]","Washington Times US begins 'hardening' Tijuana border crossing ahead of migrant caravan Washington Times GUADALAJARA, Mexico — The U.S. government said it was starting work Tuesday to “harden” the border crossing from Tijuana, Mexico, to prepare for the arriv…",2018-11-13 21:38:38,"{'id': 'the-washington-times', 'name': 'The Washington Times'}",US begins 'hardening' Tijuana border crossing ahead of migrant caravan - Washington Times,https://www.washingtontimes.com/news/2018/nov/13/us-hardening-tijuana-border-crossing-ahead-migrant/,https://twt-thumbs.washtimes.com/media/image/2018/11/13/AP_18314029761123_s2048x1365.jpg?157fd7a2b2da4a762ebf407a263d15da8e5779ba,1
768,Laura Stevens and Shayndi Raice,"In late summer, officials in Northern Virginia were surprised by a rumor that Amazon.com Inc. AMZN -0.35% was going to divide its giant second headquartersknown as HQ2between two cities. They had grown confident of landing one of the biggest corporate develop… [+12050 chars]","Wall Street Journal How Amazon Picked HQ2 and Jilted 236 Cities Wall Street Journal In late summer, officials in Northern Virginia were surprised by a rumor that Amazon.com Inc. AMZN -0.35% was going to divide its giant second headquarters—known as HQ2—betwee…",2018-11-14 00:06:53,"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",How Amazon Picked HQ2 and Jilted 236 Cities - Wall Street Journal,https://www.wsj.com/articles/how-amazon-picked-hq2-and-jilted-238-cities-1542153869,https://images.wsj.net/im-36829/social,1
769,https://www.facebook.com/bbcnews,Image copyright EPA Image caption Most locals aren't exactly fans of the summitry Papua New Guinea (PNG) might be the least likely place to spot world leaders shaking hands. But that's exactly what's happening over the next few days. Notoriously dangerous Por… [+4716 chars],"Punching well above its weight, impoverished Papua New Guinea is hosting this year's Apec meeting.",2018-11-14 00:08:46,"{'id': 'bbc-news', 'name': 'BBC News'}",Maseratis and cruise ships,https://www.bbc.co.uk/news/world-asia-46176440,https://ichef.bbci.co.uk/news/1024/branded_news/10AD6/production/_104301386_epa.jpg,1
770,"Juliette Kayyem, CNN National Security Analyst","CNN analyst Juliette Kayyem is the author of "" Security Mom: My Life Protecting the Home and Homeland. "" She is a professor at Harvard's Kennedy School, a former assistant secretary of the Department of Homeland Security in the Obama administration, a former … [+4560 chars]","By all accounts, Mira Ricardel has not made a lot of friends in the Trump administration. A key member of national security adviser John Bolton's team, she was brought in in April to help him shake up the national security staff. In the past, she had butted h…",2018-11-14 00:27:28,"{'id': 'cnn', 'name': 'CNN'}",Melania Trump's dangerous move,https://www.cnn.com/2018/11/13/opinions/melania-trumps-dangerous-move-kayyem/index.html,https://cdn.cnn.com/cnnnext/dam/assets/181113180457-melania-trump-kayyem-oped-super-tease.jpg,1
